complaint_id,complaint_text,fault_name,obd_code,fault_category
C328,Seems like clicking noise and charge during long trips.,Battery and Charging Fault,P0620,Electrical
C329,Hearing some noises regarding clicking noise and dead at low speeds.,Battery and Charging Fault,P0620,Electrical
C330,Just started noticing clicking noise and crank when braking.,Battery and Charging Fault,P0620,Electrical
C331,Driving feels bad due to clicking noise and jump start when accelerating.,Battery and Charging Fault,P0620,Electrical
C332,Can someone check the clicking noise and terminals in cold weather.,Battery and Charging Fault,P0620,Electrical
C333,I have a problem with clicking noise and voltage while driving.,Battery and Charging Fault,P0620,Electrical
C334,My car has clicking noise and electrical when I start the car.,Battery and Charging Fault,P0620,Electrical
C335,Experiencing clicking noise and dim lights on the highway.,Battery and Charging Fault,P0620,Electrical
C336,Noticed that clicking noise and wont start in the morning.,Battery and Charging Fault,P0620,Electrical
C337,The mechanic said clicking noise and power loss electrical recently.,Battery and Charging Fault,P0620,Electrical
C338,Dashboard shows clicking noise and battery light and it is getting worse.,Battery and Charging Fault,P0620,Electrical
C339,Warning light for power loss electrical and battery which is dangerous.,Battery and Charging Fault,P0620,Electrical
C340,Lately my vehicle has power loss electrical and alternator every time I drive.,Battery and Charging Fault,P0620,Electrical
C341,There is an issue with power loss electrical and charge,Battery and Charging Fault,P0620,Electrical
C342,I am worried about power loss electrical and dead after it rains.,Battery and Charging Fault,P0620,Electrical
C343,Seems like power loss electrical and crank during long trips.,Battery and Charging Fault,P0620,Electrical
C344,Hearing some noises regarding power loss electrical and jump start at low speeds.,Battery and Charging Fault,P0620,Electrical
C345,Just started noticing power loss electrical and terminals when braking.,Battery and Charging Fault,P0620,Electrical
C346,Driving feels bad due to power loss electrical and voltage when accelerating.,Battery and Charging Fault,P0620,Electrical
C347,Can someone check the power loss electrical and electrical in cold weather.,Battery and Charging Fault,P0620,Electrical
C348,I have a problem with power loss electrical and dim lights while driving.,Battery and Charging Fault,P0620,Electrical
C349,My car has power loss electrical and wont start when I start the car.,Battery and Charging Fault,P0620,Electrical
C350,Experiencing power loss electrical and clicking noise on the highway.,Battery and Charging Fault,P0620,Electrical
C351,Noticed that power loss electrical and battery light in the morning.,Battery and Charging Fault,P0620,Electrical
C352,The mechanic said battery light and battery recently.,Battery and Charging Fault,P0620,Electrical
C353,Dashboard shows battery light and alternator and it is getting worse.,Battery and Charging Fault,P0620,Electrical
C354,Warning light for battery light and charge which is dangerous.,Battery and Charging Fault,P0620,Electrical
C355,Lately my vehicle has battery light and dead every time I drive.,Battery and Charging Fault,P0620,Electrical
C356,There is an issue with battery light and crank,Battery and Charging Fault,P0620,Electrical
C357,I am worried about battery light and jump start after it rains.,Battery and Charging Fault,P0620,Electrical
C358,Seems like battery light and terminals during long trips.,Battery and Charging Fault,P0620,Electrical
C359,Hearing some noises regarding battery light and voltage at low speeds.,Battery and Charging Fault,P0620,Electrical
C360,Just started noticing battery light and electrical when braking.,Battery and Charging Fault,P0620,Electrical
C361,Driving feels bad due to battery light and dim lights when accelerating.,Battery and Charging Fault,P0620,Electrical
C362,Can someone check the battery light and wont start in cold weather.,Battery and Charging Fault,P0620,Electrical
C363,I have a problem with battery light and clicking noise while driving.,Battery and Charging Fault,P0620,Electrical
C364,My car has battery light and power loss electrical when I start the car.,Battery and Charging Fault,P0620,Electrical
C365,I have a problem with fuel pressure and fuel pump while driving.,Fuel System Pressure Low,P0087,Fuel System
C366,My car has fuel pressure and injector clogged when I start the car.,Fuel System Pressure Low,P0087,Fuel System
C367,Experiencing fuel pressure and stuttering acceleration on the highway.,Fuel System Pressure Low,P0087,Fuel System
C368,Noticed that fuel pressure and fuel starvation in the morning.,Fuel System Pressure Low,P0087,Fuel System
C369,The mechanic said fuel pressure and gas tank recently.,Fuel System Pressure Low,P0087,Fuel System
C370,Dashboard shows fuel pressure and fuel line and it is getting worse.,Fuel System Pressure Low,P0087,Fuel System
C371,Warning light for fuel pressure and fuel rail which is dangerous.,Fuel System Pressure Low,P0087,Fuel System
C372,Lately my vehicle has fuel pressure and low fuel pressure every time I drive.,Fuel System Pressure Low,P0087,Fuel System
C373,There is an issue with fuel pressure and bad fuel filter,Fuel System Pressure Low,P0087,Fuel System
C374,I am worried about fuel pressure and fuel system after it rains.,Fuel System Pressure Low,P0087,Fuel System
C375,Seems like fuel pressure and sputtering fuel during long trips.,Fuel System Pressure Low,P0087,Fuel System
C376,Hearing some noises regarding fuel pressure and hard start gas at low speeds.,Fuel System Pressure Low,P0087,Fuel System
C377,Just started noticing fuel pressure and check engine gas when braking.,Fuel System Pressure Low,P0087,Fuel System
C378,Driving feels bad due to fuel pump and fuel pressure when accelerating.,Fuel System Pressure Low,P0087,Fuel System
C379,Can someone check the fuel pump and injector clogged in cold weather.,Fuel System Pressure Low,P0087,Fuel System
C380,I have a problem with fuel pump and stuttering acceleration while driving.,Fuel System Pressure Low,P0087,Fuel System
C381,My car has fuel pump and fuel starvation when I start the car.,Fuel System Pressure Low,P0087,Fuel System
C382,Experiencing fuel pump and gas tank on the highway.,Fuel System Pressure Low,P0087,Fuel System
C383,Noticed that fuel pump and fuel line in the morning.,Fuel System Pressure Low,P0087,Fuel System
C384,The mechanic said fuel pump and fuel rail recently.,Fuel System Pressure Low,P0087,Fuel System
C385,Dashboard shows fuel pump and low fuel pressure and it is getting worse.,Fuel System Pressure Low,P0087,Fuel System
C386,Warning light for fuel pump and bad fuel filter which is dangerous.,Fuel System Pressure Low,P0087,Fuel System
C387,Lately my vehicle has fuel pump and fuel system every time I drive.,Fuel System Pressure Low,P0087,Fuel System
C388,There is an issue with fuel pump and sputtering fuel,Fuel System Pressure Low,P0087,Fuel System
C389,I am worried about fuel pump and hard start gas after it rains.,Fuel System Pressure Low,P0087,Fuel System
C390,Seems like fuel pump and check engine gas during long trips.,Fuel System Pressure Low,P0087,Fuel System
C391,Hearing some noises regarding injector clogged and fuel pressure at low speeds.,Fuel System Pressure Low,P0087,Fuel System
C392,Just started noticing injector clogged and fuel pump when braking.,Fuel System Pressure Low,P0087,Fuel System
C393,Driving feels bad due to injector clogged and stuttering acceleration when accelerating.,Fuel System Pressure Low,P0087,Fuel System
C394,Can someone check the injector clogged and fuel starvation in cold weather.,Fuel System Pressure Low,P0087,Fuel System
C395,I have a problem with injector clogged and gas tank while driving.,Fuel System Pressure Low,P0087,Fuel System
C396,My car has injector clogged and fuel line when I start the car.,Fuel System Pressure Low,P0087,Fuel System
C397,Experiencing injector clogged and fuel rail on the highway.,Fuel System Pressure Low,P0087,Fuel System
C398,Noticed that injector clogged and low fuel pressure in the morning.,Fuel System Pressure Low,P0087,Fuel System
C399,The mechanic said injector clogged and bad fuel filter recently.,Fuel System Pressure Low,P0087,Fuel System
C400,Dashboard shows injector clogged and fuel system and it is getting worse.,Fuel System Pressure Low,P0087,Fuel System
C401,Warning light for injector clogged and sputtering fuel which is dangerous.,Fuel System Pressure Low,P0087,Fuel System
C402,Lately my vehicle has injector clogged and hard start gas every time I drive.,Fuel System Pressure Low,P0087,Fuel System
C403,There is an issue with injector clogged and check engine gas,Fuel System Pressure Low,P0087,Fuel System
C404,I am worried about stuttering acceleration and fuel pressure after it rains.,Fuel System Pressure Low,P0087,Fuel System
C405,Seems like stuttering acceleration and fuel pump during long trips.,Fuel System Pressure Low,P0087,Fuel System
C406,Hearing some noises regarding stuttering acceleration and injector clogged at low speeds.,Fuel System Pressure Low,P0087,Fuel System
C407,Just started noticing stuttering acceleration and fuel starvation when braking.,Fuel System Pressure Low,P0087,Fuel System
C408,Driving feels bad due to stuttering acceleration and gas tank when accelerating.,Fuel System Pressure Low,P0087,Fuel System
C409,Can someone check the stuttering acceleration and fuel line in cold weather.,Fuel System Pressure Low,P0087,Fuel System
C410,I have a problem with stuttering acceleration and fuel rail while driving.,Fuel System Pressure Low,P0087,Fuel System
C411,My car has stuttering acceleration and low fuel pressure when I start the car.,Fuel System Pressure Low,P0087,Fuel System
C412,Experiencing stuttering acceleration and bad fuel filter on the highway.,Fuel System Pressure Low,P0087,Fuel System
C413,Noticed that stuttering acceleration and fuel system in the morning.,Fuel System Pressure Low,P0087,Fuel System
C414,The mechanic said stuttering acceleration and sputtering fuel recently.,Fuel System Pressure Low,P0087,Fuel System
C415,Dashboard shows stuttering acceleration and hard start gas and it is getting worse.,Fuel System Pressure Low,P0087,Fuel System
C416,Warning light for stuttering acceleration and check engine gas which is dangerous.,Fuel System Pressure Low,P0087,Fuel System
C417,Lately my vehicle has fuel starvation and fuel pressure every time I drive.,Fuel System Pressure Low,P0087,Fuel System
